text,label
Security deposit of Rs 4297 needed to confirm internship,1
Registration fee of Rs 2717 required urgently,1
Submit a training deposit of Rs 520 before joining,1
Pay Rs 2187 to activate your internship account,1
Pay a refundable onboarding fee of Rs 3819 to proceed,1
Registration fee of Rs 3896 required urgently,1
Small refundable onboarding charge of Rs 2677 applies,1
Processing fee of Rs 1134 required for HR verification,1
Processing fee of Rs 4575 required for HR verification,1
Registration fee of Rs 4561 required urgently,1
Small refundable onboarding charge of Rs 3456 applies,1
Verification fee of Rs 2133 required before interview,1
Pay a refundable onboarding fee of Rs 4254 to proceed,1
Pay a refundable onboarding fee of Rs 4271 to proceed,1
Processing fee of Rs 1329 required for HR verification,1
Verification fee of Rs 4160 required before interview,1
Pay a refundable onboarding fee of Rs 2051 to proceed,1
Small refundable onboarding charge of Rs 4625 applies,1
Processing fee of Rs 922 required for HR verification,1
Small refundable onboarding charge of Rs 4665 applies,1
Submit a training deposit of Rs 910 before joining,1
Processing fee of Rs 1316 required for HR verification,1
Limited slots. Pay Rs 3380 immediately to secure position,1
Small refundable onboarding charge of Rs 3336 applies,1
Training fee of Rs 2786 will be refunded after completion,1
Verification fee of Rs 4223 required before interview,1
Pay Rs 2184 to activate your internship account,1
Registration fee of Rs 1673 required urgently,1
Limited slots. Pay Rs 1776 immediately to secure position,1
Processing fee of Rs 2215 required for HR verification,1
Pay a refundable onboarding fee of Rs 4779 to proceed,1
Training fee of Rs 2062 will be refunded after completion,1
Limited slots. Pay Rs 527 immediately to secure position,1
Registration fee of Rs 2525 required urgently,1
Training fee of Rs 4260 will be refunded after completion,1
Verification fee of Rs 626 required before interview,1
Pay a refundable onboarding fee of Rs 650 to proceed,1
Small refundable onboarding charge of Rs 805 applies,1
Pay Rs 3726 to activate your internship account,1
Security deposit of Rs 960 needed to confirm internship,1
Registration fee of Rs 4111 required urgently,1
Submit a training deposit of Rs 2182 before joining,1
Registration fee of Rs 2427 required urgently,1
Submit a training deposit of Rs 786 before joining,1
Small refundable onboarding charge of Rs 2903 applies,1
Verification fee of Rs 3949 required before interview,1
Verification fee of Rs 4993 required before interview,1
Verification fee of Rs 4645 required before interview,1
Pay Rs 1537 to activate your internship account,1
Small refundable onboarding charge of Rs 3316 applies,1
Security deposit of Rs 4089 needed to confirm internship,1
Processing fee of Rs 3742 required for HR verification,1
Security deposit of Rs 845 needed to confirm internship,1
Security deposit of Rs 2160 needed to confirm internship,1
Pay Rs 856 to activate your internship account,1
Processing fee of Rs 4694 required for HR verification,1
Small refundable onboarding charge of Rs 1565 applies,1
Registration fee of Rs 3038 required urgently,1
Pay Rs 1583 to activate your internship account,1
Security deposit of Rs 4158 needed to confirm internship,1
Small refundable onboarding charge of Rs 4293 applies,1
Small refundable onboarding charge of Rs 3659 applies,1
Registration fee of Rs 1340 required urgently,1
Submit a training deposit of Rs 3017 before joining,1
Pay Rs 2821 to activate your internship account,1
Processing fee of Rs 1772 required for HR verification,1
Limited slots. Pay Rs 4794 immediately to secure position,1
Registration fee of Rs 4538 required urgently,1
Limited slots. Pay Rs 1514 immediately to secure position,1
Submit a training deposit of Rs 1019 before joining,1
Processing fee of Rs 1411 required for HR verification,1
Verification fee of Rs 4066 required before interview,1
Limited slots. Pay Rs 3291 immediately to secure position,1
Verification fee of Rs 4422 required before interview,1
Security deposit of Rs 1895 needed to confirm internship,1
Verification fee of Rs 2827 required before interview,1
Small refundable onboarding charge of Rs 3465 applies,1
Verification fee of Rs 3201 required before interview,1
Pay Rs 3024 to activate your internship account,1
Limited slots. Pay Rs 1827 immediately to secure position,1
Pay Rs 3826 to activate your internship account,1
Submit a training deposit of Rs 2739 before joining,1
Verification fee of Rs 3125 required before interview,1
Processing fee of Rs 3207 required for HR verification,1
Registration fee of Rs 4316 required urgently,1
Processing fee of Rs 1568 required for HR verification,1
Small refundable onboarding charge of Rs 2922 applies,1
Registration fee of Rs 3390 required urgently,1
Submit a training deposit of Rs 1242 before joining,1
Training fee of Rs 3219 will be refunded after completion,1
Security deposit of Rs 4936 needed to confirm internship,1
Security deposit of Rs 1828 needed to confirm internship,1
Registration fee of Rs 762 required urgently,1
Limited slots. Pay Rs 562 immediately to secure position,1
Please attend the interview via official link,0
Interview details are shared via official email,0
You are invited for an interview process next week,0
No payment is required at any stage of recruitment,0
Kindly visit our official website for more details,0
Interview details are shared via official email,0
We do not charge any fees from candidates,0
Interview details are shared via official email,0
Interview details are shared via official email,0
Selection is based on interviews and assessments,0
This is a paid internship with no registration fee,0
Interview details are shared via official email,0
Selection is based on interviews and assessments,0
We do not charge any fees from candidates,0
Please attend the interview via official link,0
Shortlisted candidates will undergo multiple interview rounds,0
Shortlisted candidates will undergo multiple interview rounds,0
You are invited for an interview process next week,0
Shortlisted candidates will undergo multiple interview rounds,0
Kindly visit our official website for more details,0
You are invited for an interview process next week,0
No payment is required at any stage of recruitment,0
We do not charge any fees from candidates,0
Selection is based on interviews and assessments,0
Shortlisted candidates will undergo multiple interview rounds,0
Interview details are shared via official email,0
Interview details are shared via official email,0
Shortlisted candidates will undergo multiple interview rounds,0
This is a paid internship with no registration fee,0
We do not charge any fees from candidates,0
Kindly visit our official website for more details,0
We do not charge any fees from candidates,0
You are invited for an interview process next week,0
Offer letter will be given after interview rounds,0
We do not charge any fees from candidates,0
Offer letter will be given after interview rounds,0
You are invited for an interview process next week,0
Shortlisted candidates will undergo multiple interview rounds,0
Kindly visit our official website for more details,0
Please attend the interview via official link,0
Kindly visit our official website for more details,0
Shortlisted candidates will undergo multiple interview rounds,0
Shortlisted candidates will undergo multiple interview rounds,0
Kindly visit our official website for more details,0
No payment is required at any stage of recruitment,0
Kindly visit our official website for more details,0
Selection is based on interviews and assessments,0
Please attend the interview via official link,0
Shortlisted candidates will undergo multiple interview rounds,0
You are invited for an interview process next week,0
Interview details are shared via official email,0
Shortlisted candidates will undergo multiple interview rounds,0
You are invited for an interview process next week,0
Interview details are shared via official email,0
Shortlisted candidates will undergo multiple interview rounds,0
This is a paid internship with no registration fee,0
No payment is required at any stage of recruitment,0
Shortlisted candidates will undergo multiple interview rounds,0
Please attend the interview via official link,0
Please attend the interview via official link,0
This is a paid internship with no registration fee,0
Please attend the interview via official link,0
We do not charge any fees from candidates,0
We do not charge any fees from candidates,0
This is a paid internship with no registration fee,0
Selection is based on interviews and assessments,0
This is a paid internship with no registration fee,0
Please attend the interview via official link,0
You are invited for an interview process next week,0
You are invited for an interview process next week,0
Selection is based on interviews and assessments,0
Interview details are shared via official email,0
Shortlisted candidates will undergo multiple interview rounds,0
We do not charge any fees from candidates,0
You are invited for an interview process next week,0
You are invited for an interview process next week,0
We do not charge any fees from candidates,0
No payment is required at any stage of recruitment,0
Selection is based on interviews and assessments,0
You are invited for an interview process next week,0
This is a paid internship with no registration fee,0
Interview details are shared via official email,0
Selection is based on interviews and assessments,0
Kindly visit our official website for more details,0
Selection is based on interviews and assessments,0
Interview details are shared via official email,0
No payment is required at any stage of recruitment,0
This is a paid internship with no registration fee,0
Shortlisted candidates will undergo multiple interview rounds,0
We do not charge any fees from candidates,0
Please attend the interview via official link,0
Please attend the interview via official link,0
This is a paid internship with no registration fee,0
Please attend the interview via official link,0
Interview details are shared via official email,0
Shortlisted candidates will undergo multiple interview rounds,0
Kindly visit our official website for more details,0
Interview details are shared via official email,0
Kindly visit our official website for more details,0
Please attend the interview via official link,0
No payment is required at any stage of recruitment,0
This is a paid internship with no registration fee,0
Kindly visit our official website for more details,0
You are invited for an interview process next week,0
No payment is required at any stage of recruitment,0
No payment is required at any stage of recruitment,0
Offer letter will be given after interview rounds,0
Selection is based on interviews and assessments,0
Please attend the interview via official link,0
Selection is based on interviews and assessments,0
Kindly visit our official website for more details,0
This is a paid internship with no registration fee,0
Offer letter will be given after interview rounds,0
Kindly visit our official website for more details,0
Please attend the interview via official link,0
No payment is required at any stage of recruitment,0
Shortlisted candidates will undergo multiple interview rounds,0
You are invited for an interview process next week,0
We do not charge any fees from candidates,0
Interview details are shared via official email,0
This is a paid internship with no registration fee,0
Please attend the interview via official link,0
Selection is based on interviews and assessments,0
Offer letter will be given after interview rounds,0
Interview details are shared via official email,0
This is a paid internship with no registration fee,0
Shortlisted candidates will undergo multiple interview rounds,0
Selection is based on interviews and assessments,0
Please attend the interview via official link,0
Shortlisted candidates will undergo multiple interview rounds,0
Selection is based on interviews and assessments,0
No payment is required at any stage of recruitment,0
Offer letter will be given after interview rounds,0
Shortlisted candidates will undergo multiple interview rounds,0
Please attend the interview via official link,0
Please attend the interview via official link,0
Interview details are shared via official email,0
Selection is based on interviews and assessments,0
Please attend the interview via official link,0
Offer letter will be given after interview rounds,0
No payment is required at any stage of recruitment,0
We do not charge any fees from candidates,0
Selection is based on interviews and assessments,0
Selection is based on interviews and assessments,0
Selection is based on interviews and assessments,0
Kindly visit our official website for more details,0
This is a paid internship with no registration fee,0
Kindly visit our official website for more details,0
Shortlisted candidates will undergo multiple interview rounds,0
Kindly visit our official website for more details,0
Please attend the interview via official link,0
Offer letter will be given after interview rounds,0
Please attend the interview via official link,0
This is a paid internship with no registration fee,0
Selection is based on interviews and assessments,0
This is a paid internship with no registration fee,0
Please attend the interview via official link,0
Please attend the interview via official link,0
Offer letter will be given after interview rounds,0
No payment is required at any stage of recruitment,0
Interview details are shared via official email,0
Kindly visit our official website for more details,0
This is a paid internship with no registration fee,0
Offer letter will be given after interview rounds,0
Selection is based on interviews and assessments,0
Offer letter will be given after interview rounds,0
This is a paid internship with no registration fee,0
Interview details are shared via official email,0
You are invited for an interview process next week,0
This is a paid internship with no registration fee,0
We do not charge any fees from candidates,0
We do not charge any fees from candidates,0
We do not charge any fees from candidates,0
This is a paid internship with no registration fee,0
This is a paid internship with no registration fee,0
Kindly visit our official website for more details,0
This is a paid internship with no registration fee,0
This is a paid internship with no registration fee,0
You are invited for an interview process next week,0
Shortlisted candidates will undergo multiple interview rounds,0
This is a paid internship with no registration fee,0
This is a paid internship with no registration fee,0
Interview details are shared via official email,0
We do not charge any fees from candidates,0
Offer letter will be given after interview rounds,0
We do not charge any fees from candidates,0
Offer letter will be given after interview rounds,0
Please attend the interview via official link,0
Please attend the interview via official link,0
Interview details are shared via official email,0
Shortlisted candidates will undergo multiple interview rounds,0
Offer letter will be given after interview rounds,0
You are invited for an interview process next week,0
Interview details are shared via official email,0
We do not charge any fees from candidates,0
Interview details are shared via official email,0
Kindly visit our official website for more details,0
Selection is based on interviews and assessments,0
No payment is required at any stage of recruitment,0
Offer letter will be given after interview rounds,0
Offer letter will be given after interview rounds,0
Kindly visit our official website for more details,0
No payment is required at any stage of recruitment,0
This is a paid internship with no registration fee,0
This is a paid internship with no registration fee,0
Offer letter will be given after interview rounds,0
Kindly visit our official website for more details,0
We do not charge any fees from candidates,0
Interview details are shared via official email,0
This is a paid internship with no registration fee,0
This is a paid internship with no registration fee,0
No payment is required at any stage of recruitment,0
This is a paid internship with no registration fee,0
Offer letter will be given after interview rounds,0
Please attend the interview via official link,0
This is a paid internship with no registration fee,0
Shortlisted candidates will undergo multiple interview rounds,0
Kindly visit our official website for more details,0
We do not charge any fees from candidates,0
This is a paid internship with no registration fee,0
Shortlisted candidates will undergo multiple interview rounds,0
This is a paid internship with no registration fee,0
Selection is based on interviews and assessments,0
Shortlisted candidates will undergo multiple interview rounds,0
No payment is required at any stage of recruitment,0
You are invited for an interview process next week,0
Kindly visit our official website for more details,0
Kindly visit our official website for more details,0
Shortlisted candidates will undergo multiple interview rounds,0
Selection is based on interviews and assessments,0
We do not charge any fees from candidates,0
Offer letter will be given after interview rounds,0
No payment is required at any stage of recruitment,0
Shortlisted candidates will undergo multiple interview rounds,0
Offer letter will be given after interview rounds,0
Please attend the interview via official link,0
We do not charge any fees from candidates,0
Kindly visit our official website for more details,0
Interview details are shared via official email,0
This is a paid internship with no registration fee,0
Offer letter will be given after interview rounds,0
We do not charge any fees from candidates,0
We do not charge any fees from candidates,0
Interview details are shared via official email,0
Offer letter will be given after interview rounds,0
Please attend the interview via official link,0
Kindly visit our official website for more details,0
Offer letter will be given after interview rounds,0
You are invited for an interview process next week,0
We do not charge any fees from candidates,0
Please attend the interview via official link,0
Kindly visit our official website for more details,0
This is a paid internship with no registration fee,0
Kindly visit our official website for more details,0
Interview details are shared via official email,0
This is a paid internship with no registration fee,0
Offer letter will be given after interview rounds,0
Interview details are shared via official email,0
Offer letter will be given after interview rounds,0
Please attend the interview via official link,0
Interview details are shared via official email,0
We do not charge any fees from candidates,0
Interview details are shared via official email,0
Please attend the interview via official link,0
Kindly visit our official website for more details,0
This is a paid internship with no registration fee,0
Please attend the interview via official link,0
This is a paid internship with no registration fee,0
Offer letter will be given after interview rounds,0
Interview details are shared via official email,0
Interview details are shared via official email,0
We do not charge any fees from candidates,0
You are invited for an interview process next week,0
No payment is required at any stage of recruitment,0
We do not charge any fees from candidates,0
This is a paid internship with no registration fee,0
Shortlisted candidates will undergo multiple interview rounds,0
Selection is based on interviews and assessments,0
No payment is required at any stage of recruitment,0
This is a paid internship with no registration fee,0
Shortlisted candidates will undergo multiple interview rounds,0
This is a paid internship with no registration fee,0
Shortlisted candidates will undergo multiple interview rounds,0
Selection is based on interviews and assessments,0
Please attend the interview via official link,0
Interview details are shared via official email,0
You are invited for an interview process next week,0
Please attend the interview via official link,0
Kindly visit our official website for more details,0
We do not charge any fees from candidates,0
Interview details are shared via official email,0
No payment is required at any stage of recruitment,0
Offer letter will be given after interview rounds,0
No payment is required at any stage of recruitment,0
You are invited for an interview process next week,0
You are invited for an interview process next week,0
Selection is based on interviews and assessments,0
No payment is required at any stage of recruitment,0
Kindly visit our official website for more details,0
You are invited for an interview process next week,0
