"text","label"
"Processing fee of Rs 746 required for HR verification","1"
"Submit a training deposit of Rs 3652 before joining","1"
"Submit a training deposit of Rs 1292 before joining","1"
"Small refundable onboarding charge of Rs 3256 applies","1"
"Training fee of Rs 1335 will be refunded after completion","1"
"Registration fee of Rs 2565 required urgently","1"
"Submit a training deposit of Rs 2554 before joining","1"
"Limited slots. Pay Rs 1093 immediately to secure position","1"
"Limited slots. Pay Rs 1569 immediately to secure position","1"
"Processing fee of Rs 884 required for HR verification","1"
"Processing fee of Rs 1101 required for HR verification","1"
"Registration fee of Rs 2761 required urgently","1"
"Security deposit of Rs 3499 needed to confirm internship","1"
"Pay a refundable onboarding fee of Rs 3175 to proceed","1"
"Small refundable onboarding charge of Rs 4897 applies","1"
"Verification fee of Rs 4621 required before interview","1"
"Registration fee of Rs 1521 required urgently","1"
"Verification fee of Rs 1377 required before interview","1"
"Small refundable onboarding charge of Rs 2097 applies","1"
"Submit a training deposit of Rs 1182 before joining","1"
"Pay a refundable onboarding fee of Rs 3582 to proceed","1"
"Training fee of Rs 1780 will be refunded after completion","1"
"Pay Rs 829 to activate your internship account","1"
"Pay a refundable onboarding fee of Rs 533 to proceed","1"
"Submit a training deposit of Rs 2561 before joining","1"
"Security deposit of Rs 2480 needed to confirm internship","1"
"Training fee of Rs 821 will be refunded after completion","1"
"Registration fee of Rs 3048 required urgently","1"
"Small refundable onboarding charge of Rs 2494 applies","1"
"Training fee of Rs 4692 will be refunded after completion","1"
"Pay Rs 3142 to activate your internship account","1"
"Pay a refundable onboarding fee of Rs 866 to proceed","1"
"Processing fee of Rs 2869 required for HR verification","1"
"Pay a refundable onboarding fee of Rs 706 to proceed","1"
"Pay Rs 1725 to activate your internship account","1"
"Submit a training deposit of Rs 3073 before joining","1"
"Security deposit of Rs 3394 needed to confirm internship","1"
"Registration fee of Rs 3316 required urgently","1"
"Pay Rs 2232 to activate your internship account","1"
"Processing fee of Rs 916 required for HR verification","1"
"Limited slots. Pay Rs 3574 immediately to secure position","1"
"Pay a refundable onboarding fee of Rs 4729 to proceed","1"
"Pay a refundable onboarding fee of Rs 4400 to proceed","1"
"Limited slots. Pay Rs 669 immediately to secure position","1"
"Pay Rs 938 to activate your internship account","1"
"Registration fee of Rs 3877 required urgently","1"
"Security deposit of Rs 2449 needed to confirm internship","1"
"Verification fee of Rs 1859 required before interview","1"
"Training fee of Rs 4496 will be refunded after completion","1"
"Limited slots. Pay Rs 1849 immediately to secure position","1"
"Processing fee of Rs 3753 required for HR verification","1"
"Limited slots. Pay Rs 4448 immediately to secure position","1"
"Pay a refundable onboarding fee of Rs 2143 to proceed","1"
"Pay Rs 1641 to activate your internship account","1"
"Limited slots. Pay Rs 2921 immediately to secure position","1"
"Pay a refundable onboarding fee of Rs 2175 to proceed","1"
"Registration fee of Rs 2160 required urgently","1"
"Verification fee of Rs 2408 required before interview","1"
"Processing fee of Rs 2952 required for HR verification","1"
"Training fee of Rs 1696 will be refunded after completion","1"
"Submit a training deposit of Rs 1868 before joining","1"
"Registration fee of Rs 4283 required urgently","1"
"Small refundable onboarding charge of Rs 4820 applies","1"
"Pay Rs 2520 to activate your internship account","1"
"Pay Rs 1948 to activate your internship account","1"
"Verification fee of Rs 935 required before interview","1"
"Small refundable onboarding charge of Rs 752 applies","1"
"Pay a refundable onboarding fee of Rs 779 to proceed","1"
"Registration fee of Rs 3137 required urgently","1"
"Small refundable onboarding charge of Rs 896 applies","1"
"Verification fee of Rs 4678 required before interview","1"
"Training fee of Rs 1815 will be refunded after completion","1"
"Processing fee of Rs 680 required for HR verification","1"
"Registration fee of Rs 3011 required urgently","1"
"Small refundable onboarding charge of Rs 4014 applies","1"
"Limited slots. Pay Rs 501 immediately to secure position","1"
"Training fee of Rs 4035 will be refunded after completion","1"
"Processing fee of Rs 4915 required for HR verification","1"
"Training fee of Rs 4263 will be refunded after completion","1"
"Pay a refundable onboarding fee of Rs 2550 to proceed","1"
"Small refundable onboarding charge of Rs 4716 applies","1"
"Registration fee of Rs 534 required urgently","1"
"Small refundable onboarding charge of Rs 4372 applies","1"
"Verification fee of Rs 1512 required before interview","1"
"Small refundable onboarding charge of Rs 2782 applies","1"
"Submit a training deposit of Rs 3340 before joining","1"
"Security deposit of Rs 790 needed to confirm internship","1"
"Verification fee of Rs 816 required before interview","1"
"Registration fee of Rs 1298 required urgently","1"
"Security deposit of Rs 4019 needed to confirm internship","1"
"Limited slots. Pay Rs 4685 immediately to secure position","1"
"Processing fee of Rs 4233 required for HR verification","1"
"Submit a training deposit of Rs 4938 before joining","1"
"Registration fee of Rs 2703 required urgently","1"
"Verification fee of Rs 598 required before interview","1"
"Training fee of Rs 3599 will be refunded after completion","1"
"Security deposit of Rs 3645 needed to confirm internship","1"
"Submit a training deposit of Rs 1396 before joining","1"
"Submit a training deposit of Rs 3316 before joining","1"
"Submit a training deposit of Rs 4459 before joining","1"
"Verification fee of Rs 4117 required before interview","1"
"Small refundable onboarding charge of Rs 2380 applies","1"
"Security deposit of Rs 872 needed to confirm internship","1"
"Pay a refundable onboarding fee of Rs 4779 to proceed","1"
"Small refundable onboarding charge of Rs 2002 applies","1"
"Security deposit of Rs 2799 needed to confirm internship","1"
"Training fee of Rs 807 will be refunded after completion","1"
"Verification fee of Rs 1473 required before interview","1"
"Submit a training deposit of Rs 4696 before joining","1"
"Pay Rs 3326 to activate your internship account","1"
"Processing fee of Rs 5000 required for HR verification","1"
"Security deposit of Rs 1656 needed to confirm internship","1"
"Submit a training deposit of Rs 4779 before joining","1"
"Pay a refundable onboarding fee of Rs 4246 to proceed","1"
"Submit a training deposit of Rs 2047 before joining","1"
"Processing fee of Rs 2224 required for HR verification","1"
"Verification fee of Rs 1289 required before interview","1"
"Processing fee of Rs 2677 required for HR verification","1"
"Security deposit of Rs 1606 needed to confirm internship","1"
"Pay a refundable onboarding fee of Rs 4907 to proceed","1"
"Verification fee of Rs 1496 required before interview","1"
"Security deposit of Rs 2744 needed to confirm internship","1"
"Limited slots. Pay Rs 4487 immediately to secure position","1"
"Small refundable onboarding charge of Rs 4722 applies","1"
"Pay Rs 1334 to activate your internship account","1"
"Verification fee of Rs 4645 required before interview","1"
"Submit a training deposit of Rs 4197 before joining","1"
"Security deposit of Rs 681 needed to confirm internship","1"
"Submit a training deposit of Rs 3212 before joining","1"
"Selection is based on interviews and assessments","0"
"Interview details are shared via official email","0"
"Please attend the interview via official link","0"
"Kindly visit our official website for more details","0"
"Offer letter will be given after interview rounds","0"
"Interview details are shared via official email","0"
"Selection is based on interviews and assessments","0"
"You are invited for an interview process next week","0"
"This is a paid internship with no registration fee","0"
"No payment is required at any stage of recruitment","0"
"No payment is required at any stage of recruitment","0"
"We do not charge any fees from candidates","0"
"Kindly visit our official website for more details","0"
"We do not charge any fees from candidates","0"
"Interview details are shared via official email","0"
"Shortlisted candidates will undergo multiple interview rounds","0"
"Kindly visit our official website for more details","0"
"You are invited for an interview process next week","0"
"We do not charge any fees from candidates","0"
"You are invited for an interview process next week","0"
"Interview details are shared via official email","0"
"We do not charge any fees from candidates","0"
"No payment is required at any stage of recruitment","0"
"Kindly visit our official website for more details","0"
"This is a paid internship with no registration fee","0"
"We do not charge any fees from candidates","0"
"Shortlisted candidates will undergo multiple interview rounds","0"
"Shortlisted candidates will undergo multiple interview rounds","0"
"Please attend the interview via official link","0"
"This is a paid internship with no registration fee","0"
"Shortlisted candidates will undergo multiple interview rounds","0"
"This is a paid internship with no registration fee","0"
"Interview details are shared via official email","0"
"No payment is required at any stage of recruitment","0"
"We do not charge any fees from candidates","0"
"Shortlisted candidates will undergo multiple interview rounds","0"
"This is a paid internship with no registration fee","0"
"Offer letter will be given after interview rounds","0"
"Kindly visit our official website for more details","0"
"Selection is based on interviews and assessments","0"
"Shortlisted candidates will undergo multiple interview rounds","0"
"You are invited for an interview process next week","0"
"Offer letter will be given after interview rounds","0"
"Please attend the interview via official link","0"
"No payment is required at any stage of recruitment","0"
"Selection is based on interviews and assessments","0"
"This is a paid internship with no registration fee","0"
"You are invited for an interview process next week","0"
"Interview details are shared via official email","0"
"We do not charge any fees from candidates","0"
"Selection is based on interviews and assessments","0"
"This is a paid internship with no registration fee","0"
"Selection is based on interviews and assessments","0"
"This is a paid internship with no registration fee","0"
"We do not charge any fees from candidates","0"
"Kindly visit our official website for more details","0"
"We do not charge any fees from candidates","0"
"You are invited for an interview process next week","0"
"We do not charge any fees from candidates","0"
"Please attend the interview via official link","0"
"Offer letter will be given after interview rounds","0"
"Shortlisted candidates will undergo multiple interview rounds","0"
"Please attend the interview via official link","0"
"You are invited for an interview process next week","0"
"Selection is based on interviews and assessments","0"
"Offer letter will be given after interview rounds","0"
"Offer letter will be given after interview rounds","0"
"Selection is based on interviews and assessments","0"
"Kindly visit our official website for more details","0"
"Kindly visit our official website for more details","0"
"Shortlisted candidates will undergo multiple interview rounds","0"
"No payment is required at any stage of recruitment","0"
"Selection is based on interviews and assessments","0"
"Interview details are shared via official email","0"
"Interview details are shared via official email","0"
"Selection is based on interviews and assessments","0"
"Shortlisted candidates will undergo multiple interview rounds","0"
"We do not charge any fees from candidates","0"
"Offer letter will be given after interview rounds","0"
"Please attend the interview via official link","0"
"No payment is required at any stage of recruitment","0"
"No payment is required at any stage of recruitment","0"
"You are invited for an interview process next week","0"
"Please attend the interview via official link","0"
"No payment is required at any stage of recruitment","0"
"No payment is required at any stage of recruitment","0"
"This is a paid internship with no registration fee","0"
"This is a paid internship with no registration fee","0"
"Selection is based on interviews and assessments","0"
"Selection is based on interviews and assessments","0"
"Kindly visit our official website for more details","0"
"Shortlisted candidates will undergo multiple interview rounds","0"
"Offer letter will be given after interview rounds","0"
"Selection is based on interviews and assessments","0"
"You are invited for an interview process next week","0"
"Shortlisted candidates will undergo multiple interview rounds","0"
"Shortlisted candidates will undergo multiple interview rounds","0"
"Kindly visit our official website for more details","0"
"Interview details are shared via official email","0"
"We do not charge any fees from candidates","0"
"You are invited for an interview process next week","0"
"Selection is based on interviews and assessments","0"
"Selection is based on interviews and assessments","0"
"You are invited for an interview process next week","0"
"Selection is based on interviews and assessments","0"
"Kindly visit our official website for more details","0"
"Kindly visit our official website for more details","0"
"Offer letter will be given after interview rounds","0"
"Shortlisted candidates will undergo multiple interview rounds","0"
"Kindly visit our official website for more details","0"
"Please attend the interview via official link","0"
"Please attend the interview via official link","0"
"Please attend the interview via official link","0"
"Shortlisted candidates will undergo multiple interview rounds","0"
"We do not charge any fees from candidates","0"
"Shortlisted candidates will undergo multiple interview rounds","0"
"Kindly visit our official website for more details","0"
"No payment is required at any stage of recruitment","0"
"Kindly visit our official website for more details","0"
"Selection is based on interviews and assessments","0"
"Interview details are shared via official email","0"
"Please attend the interview via official link","0"
"Kindly visit our official website for more details","0"
"You are invited for an interview process next week","0"
"Please attend the interview via official link","0"
"Kindly visit our official website for more details","0"
"You are invited for an interview process next week","0"
"Offer letter will be given after interview rounds","0"
"Please attend the interview via official link","0"
"Interview details are shared via official email","0"
"No payment is required at any stage of recruitment","0"
"Offer letter will be given after interview rounds","0"
"Interview details are shared via official email","0"
"Selection is based on interviews and assessments","0"
"You are invited for an interview process next week","0"
"Shortlisted candidates will undergo multiple interview rounds","0"
"Offer letter will be given after interview rounds","0"
"Interview details are shared via official email","0"
"Kindly visit our official website for more details","0"
"Kindly visit our official website for more details","0"
"Selection is based on interviews and assessments","0"
"We do not charge any fees from candidates","0"
"This is a paid internship with no registration fee","0"
"Kindly visit our official website for more details","0"
"Selection is based on interviews and assessments","0"
"No payment is required at any stage of recruitment","0"
"Kindly visit our official website for more details","0"
"This is a paid internship with no registration fee","0"
"Interview details are shared via official email","0"
"No payment is required at any stage of recruitment","0"
"Selection is based on interviews and assessments","0"
"This is a paid internship with no registration fee","0"
"Selection is based on interviews and assessments","0"
"Interview details are shared via official email","0"
"Offer letter will be given after interview rounds","0"
"Shortlisted candidates will undergo multiple interview rounds","0"
"You are invited for an interview process next week","0"
"You are invited for an interview process next week","0"
"This is a paid internship with no registration fee","0"
"Kindly visit our official website for more details","0"
"Please attend the interview via official link","0"
"We do not charge any fees from candidates","0"
"This is a paid internship with no registration fee","0"
"This is a paid internship with no registration fee","0"
"No payment is required at any stage of recruitment","0"
"You are invited for an interview process next week","0"
"Kindly visit our official website for more details","0"
"Kindly visit our official website for more details","0"
"Selection is based on interviews and assessments","0"
"This is a paid internship with no registration fee","0"
"Interview details are shared via official email","0"
"We do not charge any fees from candidates","0"
"This is a paid internship with no registration fee","0"
"Interview details are shared via official email","0"
"Selection is based on interviews and assessments","0"
"We do not charge any fees from candidates","0"
"Offer letter will be given after interview rounds","0"
"You are invited for an interview process next week","0"
"Please attend the interview via official link","0"
"This is a paid internship with no registration fee","0"
"Please attend the interview via official link","0"
"Interview details are shared via official email","0"
"Selection is based on interviews and assessments","0"
"Interview details are shared via official email","0"
"Interview details are shared via official email","0"
"This is a paid internship with no registration fee","0"
"Kindly visit our official website for more details","0"
"Kindly visit our official website for more details","0"
"Kindly visit our official website for more details","0"
"Kindly visit our official website for more details","0"
"You are invited for an interview process next week","0"
"This is a paid internship with no registration fee","0"
"Offer letter will be given after interview rounds","0"
"Selection is based on interviews and assessments","0"
"Selection is based on interviews and assessments","0"
"We do not charge any fees from candidates","0"
"This is a paid internship with no registration fee","0"
"Selection is based on interviews and assessments","0"
"Please attend the interview via official link","0"
"No payment is required at any stage of recruitment","0"
"Selection is based on interviews and assessments","0"
"This is a paid internship with no registration fee","0"
"No payment is required at any stage of recruitment","0"
"Please attend the interview via official link","0"
"Offer letter will be given after interview rounds","0"
"This is a paid internship with no registration fee","0"
"Please attend the interview via official link","0"
"Offer letter will be given after interview rounds","0"
"Interview details are shared via official email","0"
"Please attend the interview via official link","0"
"We do not charge any fees from candidates","0"
"Shortlisted candidates will undergo multiple interview rounds","0"
"Interview details are shared via official email","0"
"Offer letter will be given after interview rounds","0"
"Interview details are shared via official email","0"
"Shortlisted candidates will undergo multiple interview rounds","0"
"Selection is based on interviews and assessments","0"
"We do not charge any fees from candidates","0"
"Interview details are shared via official email","0"
"Interview details are shared via official email","0"
"No payment is required at any stage of recruitment","0"
"Interview details are shared via official email","0"
"Shortlisted candidates will undergo multiple interview rounds","0"
"We do not charge any fees from candidates","0"
"No payment is required at any stage of recruitment","0"
"Please attend the interview via official link","0"
"Interview details are shared via official email","0"
"You are invited for an interview process next week","0"
"Offer letter will be given after interview rounds","0"
"Kindly visit our official website for more details","0"
"We do not charge any fees from candidates","0"
"This is a paid internship with no registration fee","0"
"No payment is required at any stage of recruitment","0"
"You are invited for an interview process next week","0"
"Kindly visit our official website for more details","0"
"Kindly visit our official website for more details","0"
"You are invited for an interview process next week","0"
"Please attend the interview via official link","0"
"We do not charge any fees from candidates","0"
"Offer letter will be given after interview rounds","0"
"We do not charge any fees from candidates","0"
"Selection is based on interviews and assessments","0"
"Shortlisted candidates will undergo multiple interview rounds","0"
"No payment is required at any stage of recruitment","0"
"Shortlisted candidates will undergo multiple interview rounds","0"
"This is a paid internship with no registration fee","0"
"You are invited for an interview process next week","0"
"Offer letter will be given after interview rounds","0"
"We do not charge any fees from candidates","0"
"You are invited for an interview process next week","0"
"You are invited for an interview process next week","0"
"Shortlisted candidates will undergo multiple interview rounds","0"
"Offer letter will be given after interview rounds","0"
"Kindly visit our official website for more details","0"
"This is a paid internship with no registration fee","0"
"You are invited for an interview process next week","0"
"Interview details are shared via official email","0"
"Please attend the interview via official link","0"
"Please attend the interview via official link","0"
"Interview details are shared via official email","0"
"Kindly visit our official website for more details","0"
"This is a paid internship with no registration fee","0"
"This is a paid internship with no registration fee","0"
"We do not charge any fees from candidates","0"
"Selection is based on interviews and assessments","0"
"Interview details are shared via official email","0"
"You are invited for an interview process next week","0"
"Interview details are shared via official email","0"
"We do not charge any fees from candidates","0"
"This is a paid internship with no registration fee","0"
"Shortlisted candidates will undergo multiple interview rounds","0"
"Interview details are shared via official email","0"
"Offer letter will be given after interview rounds","0"
"You are invited for an interview process next week","0"
"Kindly visit our official website for more details","0"
"You are invited for an interview process next week","0"
"Selection is based on interviews and assessments","0"
"Selection is based on interviews and assessments","0"
"No payment is required at any stage of recruitment","0"
"No payment is required at any stage of recruitment","0"
"Shortlisted candidates will undergo multiple interview rounds","0"
"Shortlisted candidates will undergo multiple interview rounds","0"
"Please attend the interview via official link","0"
"We do not charge any fees from candidates","0"
"Selection is based on interviews and assessments","0"
"Selection is based on interviews and assessments","0"
"Offer letter will be given after interview rounds","0"
"Kindly visit our official website for more details","0"
"Kindly visit our official website for more details","0"
"No payment is required at any stage of recruitment","0"
"No payment is required at any stage of recruitment","0"
"Offer letter will be given after interview rounds","0"
"Offer letter will be given after interview rounds","0"
"No payment is required at any stage of recruitment","0"
"Please attend the interview via official link","0"
"This is a paid internship with no registration fee","0"
"Kindly visit our official website for more details","0"
"Offer letter will be given after interview rounds","0"
"No payment is required at any stage of recruitment","0"
"Selection is based on interviews and assessments","0"
We require a small refundable onboarding charge of ₹500 after document verification,1
Selected candidates must pay a training deposit which will be refunded after completion,1
There is a processing fee for HR documentation which is standard across all candidates,1
You are shortlisted. Kindly submit ₹750 for verification to proceed further,1
A small security deposit is required to activate your internship ID,1
We charge a nominal fee for background verification,1
Pay ₹499 to confirm your internship slot immediately,1
Offer letter will be released after completing payment formalities,1
You have been selected. Kindly complete payment within 24 hours to secure your position,1
Training kit will be dispatched after payment confirmation,1
We do not charge fees, however a refundable compliance deposit is required,1
Candidates must complete payment for onboarding documentation,1
You will receive stipend after training fee clearance,1
Final selection depends on successful payment verification,1
Urgent: complete your payment to avoid cancellation,1
Limited slots remaining. Pay now to confirm your internship,1
You are selected without interview. Pay ₹999 to start immediately,1
No interview required. Direct joining after payment,1
Processing fee is mandatory for all shortlisted candidates,1
Kindly transfer the fee via UPI for faster processing,1
We require payment to generate your internship ID card,1
Your application is approved. Submit ₹500 to continue,1
Refundable fee will be returned after 3 months of internship,1
Selected candidates must complete onboarding payment today,1
Immediate joining available after payment confirmation,1
We guarantee placement after successful fee submission,1
Your internship is confirmed pending payment verification,1
You have cleared all rounds. Final step is payment submission,1
This is a paid internship registration process,1
Kindly pay to access training portal credentials,1

Candidates selected for internship will undergo 2 interview rounds,0
No fee is required at any stage of the hiring process,0
We do not charge any amount for internships or job applications,0
Shortlisted candidates will be contacted for interview scheduling,0
The internship includes a structured training and evaluation process,0
Please visit our official website for complete details,0
Selection will be based on interview performance and assessment,0
You will receive a formal offer letter after selection,0
There are no hidden charges associated with this internship,0
Candidates will be evaluated through technical and HR interviews,0
We encourage applicants to apply through official channels only,0
Internship duration is 3 months with performance-based stipend,0
Applicants are required to submit their resume for screening,0
Selected candidates will receive onboarding instructions via email,0
No payment is required for participation in the hiring process,0
All communication will happen through official company email IDs,0
Interns will be assigned mentors during the internship period,0
Shortlisted candidates will be invited for virtual interviews,0
The recruitment process is completely free of cost,0
We follow a transparent hiring process with no charges,0
Candidates must complete assignments as part of evaluation,0
Interview results will be shared within 5 working days,0
You may be required to attend an online assessment test,0
Internship confirmation depends on interview performance,0
We do not ask for sensitive financial information,0
Applicants will receive updates through official communication channels,0
There is no registration fee for this internship program,0
We do not request payment for onboarding or documentation,0
Interns will receive certificates upon successful completion,0
All hiring decisions are merit-based,0
